,CORD_ID,CANUTITO_ID,START_POS,END_POS,NOTES,CREATED_BY,CREATED_ON,CHANGED_BY,CHANGED_ON,CANUTITO_LENGTH,KHIPU_ID
0,3032503,1000000,68.0,71.0,,cbrezine,2006-06-28 23:18:55,,0000-00-00 00:00:00,3.0,0
1,3032504,1000001,70.0,73.0,,cbrezine,2006-06-28 23:20:11,cbrezine,2006-06-28 23:32:20,3.0,0
2,3032505,1000002,70.5,73.0,,cbrezine,2006-06-28 23:22:42,cbrezine,2006-06-28 23:32:50,2.5,0
3,3032506,1000003,72.0,75.0,,cbrezine,2006-06-28 23:24:05,cbrezine,2006-06-28 23:33:05,3.0,0
4,3032506,1000004,72.0,75.0,,cbrezine,2006-06-28 23:24:12,,0000-00-00 00:00:00,3.0,0
5,3032507,1000005,78.0,80.5,,cbrezine,2006-06-28 23:25:37,cbrezine,2006-06-28 23:33:19,2.5,0
6,3032510,1000006,74.0,76.5,,cbrezine,2006-06-28 23:29:02,cbrezine,2006-06-28 23:33:36,2.5,0
7,3032511,1000007,67.0,70.0,,cbrezine,2006-06-28 23:31:03,cbrezine,2006-06-28 23:33:48,3.0,0
8,3032512,1000008,73.0,76.0,,cbrezine,2006-06-28 23:35:27,cbrezine,2006-06-29 00:39:59,3.0,0
9,3032513,1000009,68.0,70.0,,cbrezine,2006-06-28 23:36:54,,0000-00-00 00:00:00,2.0,0
10,3032515,1000010,67.5,70.0,,cbrezine,2006-06-28 23:39:09,,0000-00-00 00:00:00,2.5,0
11,3032516,1000011,73.5,76.5,,cbrezine,2006-06-28 23:40:38,,0000-00-00 00:00:00,3.0,0
12,3032516,1000012,73.5,76.5,,cbrezine,2006-06-28 23:40:46,,0000-00-00 00:00:00,3.0,0
13,3032517,1000013,72.0,74.0,,cbrezine,2006-06-28 23:42:03,,0000-00-00 00:00:00,2.0,0
14,3032518,1000014,74.0,76.5,,cbrezine,2006-06-28 23:43:18,,0000-00-00 00:00:00,2.5,0
15,3032519,1000015,65.5,68.5,,cbrezine,2006-06-28 23:44:18,,0000-00-00 00:00:00,3.0,0
16,3032520,1000016,70.0,73.5,,cbrezine,2006-06-28 23:46:20,,0000-00-00 00:00:00,3.5,0
17,3032522,1000017,75.5,78.5,,cbrezine,2006-06-28 23:48:45,,0000-00-00 00:00:00,3.0,0
18,3032523,1000018,66.5,69.0,,cbrezine,2006-06-28 23:50:00,,0000-00-00 00:00:00,2.5,0
19,3032524,1000019,70.5,73.0,,cbrezine,2006-06-28 23:51:32,,0000-00-00 00:00:00,2.5,0
20,3032526,1000020,72.5,75.5,,cbrezine,2006-06-28 23:53:59,,0000-00-00 00:00:00,3.0,0
21,3032528,1000021,72.0,75.0,,cbrezine,2006-06-28 23:55:58,,0000-00-00 00:00:00,3.0,0
22,3032529,1000022,68.5,71.5,,cbrezine,2006-06-28 23:57:20,,0000-00-00 00:00:00,3.0,0
23,3032530,1000023,69.5,72.5,,cbrezine,2006-06-28 23:58:34,,0000-00-00 00:00:00,3.0,0
24,3032532,1000024,73.5,75.5,,cbrezine,2006-06-29 00:00:31,,0000-00-00 00:00:00,2.0,0
25,3032541,1000025,70.0,73.0,,cbrezine,2006-06-29 00:09:34,,0000-00-00 00:00:00,3.0,0
26,3032542,1000026,65.5,69.0,,cbrezine,2006-06-29 00:10:45,,0000-00-00 00:00:00,3.5,0
27,3032543,1000027,71.0,74.5,,cbrezine,2006-06-29 00:11:59,,0000-00-00 00:00:00,3.5,0
28,3032546,1000028,67.5,70.5,,cbrezine,2006-06-29 00:14:58,cbrezine,2006-06-29 00:41:35,3.0,0
29,3032547,1000029,68.0,71.5,,cbrezine,2006-06-29 00:15:52,cbrezine,2006-06-29 00:41:54,3.5,0
30,3032548,1000030,71.5,75.0,,cbrezine,2006-06-29 00:17:00,cbrezine,2006-06-29 00:42:32,3.5,0
31,3032549,1000031,70.0,73.5,,cbrezine,2006-06-29 00:18:21,cbrezine,2006-06-29 00:42:48,3.5,0
32,3032551,1000032,70.0,73.5,,cbrezine,2006-06-29 00:20:31,cbrezine,2006-06-29 00:43:09,3.5,0
33,3032551,1000033,70.0,73.5,,cbrezine,2006-06-29 00:20:38,,0000-00-00 00:00:00,3.5,0
34,3032552,1000034,71.0,74.0,,cbrezine,2006-06-29 00:21:56,cbrezine,2006-06-29 00:43:24,3.0,0
35,3032556,1000035,74.0,77.0,,cbrezine,2006-06-29 00:26:25,cbrezine,2006-06-29 00:43:45,3.0,0
36,3032557,1000036,68.0,71.0,,cbrezine,2006-06-29 00:27:30,cbrezine,2006-06-29 00:43:59,3.0,0
37,3032558,1000037,71.0,74.0,,cbrezine,2006-06-29 00:28:59,cbrezine,2006-06-29 00:44:11,3.0,0
38,3032559,1000038,70.0,73.0,,cbrezine,2006-06-29 00:30:13,cbrezine,2006-06-29 00:44:25,3.0,0
39,3032562,1000039,72.0,75.0,,cbrezine,2006-06-29 00:32:59,cbrezine,2006-06-29 00:44:46,3.0,0
40,3032564,1000040,75.0,78.5,,cbrezine,2006-06-29 00:34:59,cbrezine,2006-06-29 00:45:03,3.5,0
41,3032565,1000041,71.0,74.0,,cbrezine,2006-06-29 00:36:06,cbrezine,2006-06-29 00:45:13,3.0,0
42,3032568,1000042,70.5,74.0,,cbrezine,2006-06-29 00:47:01,cbrezine,2006-06-29 00:48:15,3.5,0
43,3032568,1000043,70.5,74.0,,cbrezine,2006-06-29 00:47:15,,0000-00-00 00:00:00,3.5,0
44,3032568,1000044,70.5,74.0,,cbrezine,2006-06-29 00:47:19,,0000-00-00 00:00:00,3.5,0
45,3032573,1000045,78.5,81.5,,cbrezine,2006-06-29 01:32:16,cbrezine,2006-06-29 01:38:27,3.0,0
46,3032573,1000046,78.5,81.5,,cbrezine,2006-06-29 01:32:26,,0000-00-00 00:00:00,3.0,0
47,3032573,1000047,78.5,81.5,,cbrezine,2006-06-29 01:32:29,,0000-00-00 00:00:00,3.0,0
48,3032573,1000048,78.5,81.5,,cbrezine,2006-06-29 01:33:41,,0000-00-00 00:00:00,3.0,0
49,3032575,1000049,68.0,71.0,,cbrezine,2006-06-29 01:36:11,cbrezine,2006-06-29 01:37:34,3.0,0
50,3032575,1000050,68.0,71.0,,cbrezine,2006-06-29 01:36:29,,0000-00-00 00:00:00,3.0,0
51,3032575,1000051,68.0,71.0,,cbrezine,2006-06-29 01:36:59,,0000-00-00 00:00:00,3.0,0
52,3032576,1000052,73.0,76.0,,cbrezine,2006-06-29 01:40:05,cbrezine,2006-06-29 20:35:21,3.0,0
53,3032577,1000053,69.0,72.5,,cbrezine,2006-06-29 20:36:28,,0000-00-00 00:00:00,3.5,0
54,3032582,1000054,76.0,79.0,,cbrezine,2006-06-29 20:42:57,,0000-00-00 00:00:00,3.0,0
55,3032587,1000055,68.5,72.0,,cbrezine,1970-02-05 09:31:42,,0000-00-00 00:00:00,3.5,0
56,3032607,1000056,70.5,73.5,,cbrezine,1970-02-10 07:47:04,,0000-00-00 00:00:00,3.0,0
57,3032607,1000057,70.5,73.5,,cbrezine,1970-02-10 07:48:23,,0000-00-00 00:00:00,3.0,0
58,3032607,1000058,70.5,73.5,,cbrezine,1970-02-10 07:48:31,,0000-00-00 00:00:00,3.0,0
59,3032608,1000059,73.0,75.0,,cbrezine,1970-02-10 07:50:39,,0000-00-00 00:00:00,2.0,0
60,3032610,1000060,68.5,71.5,,cbrezine,1970-02-10 07:53:31,,0000-00-00 00:00:00,3.0,0
61,3032611,1000061,69.0,72.5,,cbrezine,1970-02-10 08:02:11,,0000-00-00 00:00:00,3.5,0
62,3032612,1000062,76.5,78.5,,cbrezine,1970-02-10 08:03:31,,0000-00-00 00:00:00,2.0,0
63,3032612,1000063,76.5,78.5,,cbrezine,1970-02-10 08:03:34,,0000-00-00 00:00:00,2.0,0
64,3032613,1000064,71.0,74.0,,cbrezine,1970-02-10 08:05:16,,0000-00-00 00:00:00,3.0,0
65,3032617,1000065,68.5,71.0,,cbrezine,1970-02-10 08:11:10,,0000-00-00 00:00:00,2.5,0
66,3032618,1000066,69.0,71.5,,cbrezine,1970-02-10 08:12:32,,0000-00-00 00:00:00,2.5,0
67,3032621,1000067,74.0,76.0,,cbrezine,1970-02-10 08:15:48,,0000-00-00 00:00:00,2.0,0
68,3032622,1000068,65.0,69.0,,cbrezine,1970-02-10 08:16:47,,0000-00-00 00:00:00,4.0,0
69,3032623,1000069,71.0,74.5,,cbrezine,1970-02-10 08:18:30,,0000-00-00 00:00:00,3.5,0
70,3032625,1000070,73.5,76.0,,cbrezine,1970-02-10 08:20:39,,0000-00-00 00:00:00,2.5,0
71,3032626,1000071,73.0,76.5,,cbrezine,1970-02-10 08:22:11,,0000-00-00 00:00:00,3.5,0
72,3032626,1000072,73.0,76.5,,cbrezine,1970-02-10 08:22:14,,0000-00-00 00:00:00,3.5,0
73,3032626,1000073,73.0,76.5,,cbrezine,1970-02-10 08:22:27,,0000-00-00 00:00:00,3.5,0
74,3032627,1000074,78.5,82.0,,cbrezine,1970-02-12 04:01:32,,0000-00-00 00:00:00,3.5,0
75,3032629,1000075,70.5,73.5,,cbrezine,1970-02-12 04:05:05,,0000-00-00 00:00:00,3.0,0
76,3032630,1000076,65.5,68.5,,cbrezine,1970-02-12 04:06:49,,0000-00-00 00:00:00,3.0,0
77,3032631,1000077,70.5,73.0,,cbrezine,1970-02-12 06:48:18,,0000-00-00 00:00:00,2.5,0
78,3032632,1000078,70.0,72.0,,cbrezine,1970-02-12 06:50:35,,0000-00-00 00:00:00,2.0,0
79,3032634,1000079,68.0,71.0,,cbrezine,1970-02-12 06:52:49,,0000-00-00 00:00:00,3.0,0
80,3032635,1000080,74.5,76.5,,cbrezine,1970-02-12 06:54:01,,0000-00-00 00:00:00,2.0,0
81,3032636,1000081,71.0,74.0,,cbrezine,1970-02-12 06:55:18,,0000-00-00 00:00:00,3.0,0
82,3032639,1000082,73.0,76.0,,cbrezine,1970-02-12 06:59:07,,0000-00-00 00:00:00,3.0,0
83,3032641,1000083,76.0,79.0,,cbrezine,1970-02-12 07:01:03,,0000-00-00 00:00:00,3.0,0
84,3032642,1000084,78.0,81.0,,cbrezine,1970-02-12 07:02:14,,0000-00-00 00:00:00,3.0,0
85,3032644,1000085,69.0,71.5,,cbrezine,1970-02-12 07:04:40,cbrezine,1970-02-12 07:06:22,2.5,0
86,3032645,1000086,79.5,81.0,,cbrezine,1970-02-12 07:06:10,,0000-00-00 00:00:00,1.5,0
87,3032646,1000087,67.5,70.0,,cbrezine,1970-02-12 07:07:51,,0000-00-00 00:00:00,2.5,0
88,3032647,1000088,73.5,76.0,,cbrezine,1970-02-12 07:09:19,,0000-00-00 00:00:00,2.5,0
89,3032648,1000089,74.0,76.5,,cbrezine,1970-02-12 07:10:44,,0000-00-00 00:00:00,2.5,0
90,3032653,1000090,78.0,81.0,,cbrezine,1970-02-12 07:16:26,,0000-00-00 00:00:00,3.0,0
91,3032658,1000091,76.5,79.5,,cbrezine,1970-02-12 07:21:20,,0000-00-00 00:00:00,3.0,0
92,3032659,1000092,71.0,74.0,,cbrezine,1970-02-12 07:22:46,,0000-00-00 00:00:00,3.0,0
93,3032660,1000093,70.0,73.0,,cbrezine,1970-02-12 07:24:09,,0000-00-00 00:00:00,3.0,0
94,3032664,1000094,72.5,76.0,,cbrezine,1970-02-12 07:29:03,,0000-00-00 00:00:00,3.5,0
95,3032665,1000095,67.0,70.0,,cbrezine,1970-02-12 07:30:10,,0000-00-00 00:00:00,3.0,0
96,3032666,1000096,64.0,66.0,,cbrezine,1970-02-12 07:31:08,,0000-00-00 00:00:00,2.0,0
97,3033851,1000097,41.5,46.5,,eric,2007-03-16 16:44:34,eric,2007-03-27 14:52:00,5.0,0
98,3033852,1000098,45.5,51.5,,eric,2007-03-16 16:45:51,eric,2007-03-27 14:52:14,6.0,0
99,3033852,1000099,45.5,51.5,,eric,2007-03-16 16:45:55,,0000-00-00 00:00:00,6.0,0
100,3033853,1000100,48.5,54.5,,eric,2007-03-16 16:48:05,eric,2007-03-27 14:52:47,6.0,0
101,3033854,1000101,36.5,42.0,,eric,2007-03-16 16:49:14,eric,2007-03-27 14:52:56,5.5,0
102,3033855,1000102,36.5,41.5,,eric,2007-03-16 16:51:58,eric,2007-03-27 14:53:08,5.0,0
103,3033856,1000103,37.5,43.0,,eric,2007-03-16 16:55:28,eric,2007-03-27 14:53:16,5.5,0
104,3033857,1000104,40.0,45.5,,eric,2007-03-16 16:55:43,eric,2007-03-27 14:53:30,5.5,0
105,3033882,1000105,106.0,109.0,,cbrezine,2007-03-19 15:15:53,,0000-00-00 00:00:00,3.0,0
106,3033883,1000106,99.0,102.0,,eric,2007-03-20 12:39:15,,0000-00-00 00:00:00,3.0,0
107,3033884,1000107,89.0,93.0,,eric,2007-03-20 12:43:51,eric,2007-03-20 12:50:14,4.0,0
108,3033885,1000108,89.0,93.0,,eric,2007-03-20 12:49:54,eric,2007-03-23 14:38:01,4.0,0
109,3033886,1000109,105.0,107.5,,eric,2007-03-20 12:52:58,eric,2007-03-23 14:38:52,2.5,0
110,3033887,1000110,96.0,98.5,,eric,2007-03-20 12:55:21,eric,2007-03-23 14:38:25,2.5,0
111,3033888,1000111,94.0,96.5,,eric,2007-03-20 12:57:14,eric,2007-03-23 14:38:42,2.5,0
112,3033889,1000112,100.5,102.5,,eric,2007-03-20 12:59:29,eric,2007-03-23 14:39:10,2.0,0
113,3033890,1000113,105.0,108.0,,eric,2007-03-20 13:01:23,eric,2007-03-23 14:39:27,3.0,0
114,3033891,1000114,96.5,98.5,,eric,2007-03-20 13:03:06,eric,2007-03-23 14:39:38,2.0,0
115,3033893,1000115,99.5,103.0,,eric,2007-03-20 13:13:32,eric,2007-03-23 14:39:54,3.5,0
116,3033894,1000116,97.0,101.0,,eric,2007-03-20 13:15:39,eric,2007-03-23 14:40:08,4.0,0
117,3033895,1000117,89.0,92.5,,eric,2007-03-20 13:17:47,eric,2007-03-23 14:40:21,3.5,0
118,3033895,1000118,89.0,92.5,,eric,2007-03-20 13:17:55,,0000-00-00 00:00:00,3.5,0
119,3033896,1000119,99.0,102.0,,eric,2007-03-20 13:20:03,eric,2007-03-23 14:40:30,3.0,0
120,3033897,1000120,97.0,98.0,,eric,2007-03-20 13:21:46,eric,2007-03-23 14:40:43,1.0,0
121,3033898,1000121,107.0,109.0,,eric,2007-03-20 13:24:29,eric,2007-03-23 14:40:54,2.0,0
122,3033899,1000122,111.0,113.0,,eric,2007-03-20 13:26:43,eric,2007-03-23 14:41:03,2.0,0
123,3033900,1000123,93.5,95.5,,eric,2007-03-20 13:28:45,eric,2007-03-23 14:41:15,2.0,0
124,3033901,1000124,93.0,96.0,,eric,2007-03-20 13:30:34,eric,2007-03-23 14:42:01,3.0,0
125,3033902,1000125,93.0,97.0,,eric,2007-03-20 13:36:38,eric,2007-03-23 14:42:16,4.0,0
126,3033903,1000126,97.0,99.5,,eric,2007-03-20 13:39:00,eric,2007-03-23 14:42:43,2.5,0
127,3033904,1000127,82.0,85.0,,eric,2007-03-20 13:41:11,eric,2007-03-23 14:42:54,3.0,0
128,3033905,1000128,84.0,88.0,,eric,2007-03-20 13:43:17,,0000-00-00 00:00:00,4.0,0
129,3033906,1000129,89.0,92.0,,eric,2007-03-20 13:45:26,eric,2007-03-23 14:43:13,3.0,0
130,3033907,1000130,88.5,91.0,,eric,2007-03-20 13:50:24,eric,2007-03-23 14:43:28,2.5,0
131,3033908,1000131,107.5,112.0,,eric,2007-03-20 13:52:33,eric,2007-03-23 14:43:46,4.5,0
132,3033909,1000132,96.5,100.0,,eric,2007-03-20 13:54:36,eric,2007-03-23 14:43:58,3.5,0
133,3033910,1000133,98.0,99.0,,eric,2007-03-20 13:55:42,eric,2007-03-23 14:44:18,1.0,0
134,3033912,1000134,101.0,104.5,,eric,2007-03-20 13:58:29,eric,2007-03-23 14:44:32,3.5,0
135,3033913,1000135,103.0,107.0,,eric,2007-03-20 13:59:55,eric,2007-03-23 14:45:04,4.0,0
136,3033914,1000136,109.5,113.0,,eric,2007-03-20 14:01:07,eric,2007-03-23 14:45:16,3.5,0
137,3033915,1000137,102.0,105.5,,eric,2007-03-20 14:03:38,eric,2007-03-23 14:45:29,3.5,0
138,3033917,1000138,99.0,102.0,,eric,2007-03-20 14:06:22,eric,2007-03-23 14:45:52,3.0,0
139,3033920,1000139,95.5,97.0,,eric,2007-03-20 14:12:28,eric,2007-03-23 14:46:34,1.5,0
140,3033921,1000140,110.5,114.0,,eric,2007-03-20 14:13:43,eric,2007-03-23 14:46:44,3.5,0
141,3033922,1000141,107.5,110.5,,eric,2007-03-20 14:15:35,eric,2007-03-23 14:46:59,3.0,0
142,3033923,1000142,107.0,111.0,,eric,2007-03-20 14:17:15,eric,2007-03-23 14:47:06,4.0,0
143,3033924,1000143,98.5,101.5,,eric,2007-03-20 14:19:12,eric,2007-03-23 14:47:21,3.0,0
144,3033925,1000144,109.0,112.0,,eric,2007-03-20 14:20:45,eric,2007-03-23 14:47:31,3.0,0
145,3033926,1000145,98.5,100.5,,eric,2007-03-20 14:22:00,eric,2007-03-23 14:47:39,2.0,0
146,3033927,1000146,106.5,110.0,,eric,2007-03-20 14:23:16,eric,2007-03-23 14:47:52,3.5,0
147,3033928,1000147,95.0,98.0,,eric,2007-03-20 14:24:52,eric,2007-03-23 14:48:07,3.0,0
148,3033929,1000148,96.0,99.0,,eric,2007-03-20 14:32:05,eric,2007-03-23 14:48:18,3.0,0
149,3033930,1000149,101.5,104.5,,eric,2007-03-20 14:33:34,eric,2007-03-23 14:48:38,3.0,0
150,3033931,1000150,96.0,100.0,,eric,2007-03-20 14:35:10,eric,2007-03-23 14:48:54,4.0,0
151,3033932,1000151,88.0,90.5,,eric,2007-03-20 14:37:20,eric,2007-03-23 14:49:11,2.5,0
152,3033933,1000152,94.0,97.5,,eric,2007-03-20 14:39:05,eric,2007-03-23 14:49:21,3.5,0
153,3033934,1000153,88.0,90.5,,eric,2007-03-20 14:40:46,eric,2007-03-23 14:49:31,2.5,0
154,3033935,1000154,92.0,95.0,,eric,2007-03-20 14:42:14,eric,2007-03-23 14:49:43,3.0,0
155,3033936,1000155,89.5,94.0,,eric,2007-03-20 14:43:54,eric,2007-03-23 14:49:52,4.5,0
156,3033937,1000156,89.0,93.0,,eric,2007-03-20 14:45:21,eric,2007-03-23 14:50:02,4.0,0
157,3033938,1000157,89.0,92.0,,eric,2007-03-20 14:46:53,eric,2007-03-23 14:50:11,3.0,0
158,3033939,1000158,101.0,104.0,,eric,2007-03-20 14:48:17,eric,2007-03-23 14:50:22,3.0,0
