,cord_id,cord_notes
736,3024887,The pendants in group T15 (8994) have a very pale blue color that probably was originally darker.
737,3024888,The pendants in group T15 (8994) have a very pale blue color that probably was originally darker.
738,3024938,The cord is spliced at 11.5 cm.  The rest of the pendant is then looped through the doubled end of the main pendant.
739,3025061,The knot on this subsidiary may not be complete.
740,3025064,A dark reddish brown thread runs through the end of the long knot.
741,3025133,The beginning of this cord is ravelled with a knot connecting it to UR56B.  Another connecting knot to UR56B occurs at 4.5 cm.
742,3025139,The primary cord is broken after pendant cord #6.
743,3025140,The primary cord is broken after pendant cord #6.  Pendant cord #7 is held on by a loop of modern string.  it is not possible to determine The original attachment.
744,3025141,Pendant #8 resumes the primary cord.
745,3025149,The beginning of this cord is ravelled with a knot connecting it to UR56B.  Another connecting knot to UR56B occurs at 4.5 cm.
746,3025150,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
747,3025151,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
748,3025152,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
749,3025153,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
750,3025154,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
751,3025155,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
752,3025156,"The order of pendant cords #1622 is confused by the knotting to khipu UR56B.  The possible order is: 16, 21, 17, 22, 18, 19, 20."
753,3025162,This pendant cord is spliced to the dark brown remnant.
754,3025175,Pendant cords #1 and #2 were used to tie khipu UR56A to this khipu.
755,3025176,Pendant cords #1 and #2 were used to tie khipu UR56A to this khipu.
756,3025215,The termination may be knotted or broken.
757,3025218,This pendant cord was repaired at 9.5 cm.
758,3025237,"Pendant cord #1 is tied together with cord #2 and its subsidiaries from 2427 cm; thus, the lengths are uncertain for cords #1, #2, and the latter's subsidiaries."
759,3025238,"Pendant cord #1 is tied together with cord #2 and its subsidiaries from 2427 cm; thus, the lengths are uncertain for cords #1, #2, and the latter's subsidiaries."
760,3025295,"Pendant cord #1 is tied together with cord #2 and its subsidiaries from 2427 cm; thus, the lengths are uncertain for cords #1, #2, and the latter's subsidiaries."
761,3025296,"Pendant cord #1 is tied together with cord #2 and its subsidiaries from 2427 cm; thus, the lengths are uncertain for cords #1, #2, and the latter's subsidiaries."
762,3025350,The second 1E knot (which is the last of three  total knots) has a red thread runthrough.
763,3025373,This cord has two knot clusters.  The 4L knot in the second cluster has white thread runthrough.
764,3025374,This cord has three knot clusters.  The 1E knot in the second cluster has vegetal fiber string runthrough.
765,3025375,This cord has two knot clusters.  The second 1E knot in the final cluster has red thread runthrough.
766,3025395,This cord has two knot clusters.  The 1E knot in the second cluster has red thread runthrough.
767,3025422,The first 1E knot in this cord's knot cluster has red thread runthrough.
768,3025482,The two E knots on this cord contain a splice from the top of the first knot to the string just below the second knot (see illustration in original notes).
769,3025493,"Cord 56s1 is tied together with one of its subsidiaries, 56s1s4, at the ends of the strings."
770,3025502,Cord 56s1 is tied together with this subsidiary at the ends of the strings.
771,3025556,"Cord 45 is knotted onto the primary cord (for example, not in a halfhitch knot)."
772,3025557,This cord has two knot clusters.  The second 1E knot in the second cluster has black (LK) thread runthrough.
773,3025558,Cord 47 terminates in a bundle of short strings (15  20 cm) tied together by cord 47.  There are no knots on these strings.
774,3025577,This cord has two knot clusters.  The first single knot in the second cluster has brown (MB) thread runthrough.
775,3025590,This cord has two knot clusters.  The second 1E knot has light brown (AB) thread wrapped around it.
776,3025633,This cord is knotted with cord 10s6 at 26.5 cm.
777,3025634,This cord is knotted with cord 10s5 at 26.5 cm.
778,3025636,This cord has two knot clusters.  The second single S knot has red thread tied through it.
779,3025736,Length: 9.5 + 32.0 k  This cord is knotted onto subsidiary 46s1.
780,3025737,Length: 13.5 + 17.5 k  This cord is knotted onto subsidiary 46s1.
781,3025768,no attachment; knotted to primary cord.  Cord is knotted at bottom by a halfhitch to cord #3.  Knot occurs at 8.0cm down cord #2
782,3025876,There is a thread of color SR tied at end of knot
783,3026114,marker one is an AB thread wrapped around primary cord; Z plied and knotted above primary cord
784,3026135,See M1 note
785,3026286,"Position of cords 13 and their subsidiaries is uncertain, as they are included in knot with UR023. "
786,3026754,"This is the last pendant string on the khipu.  Aschers misread the subsidiaries of string #146, taking them to be pendant strings."
787,3026908,Cord #2 is knotted around the primary cord; continuation of this cord is cord #3.
788,3026909,Cord #2 is knotted around the primary cord; continuation of this cord is cord #3.
789,3026928,KB string tied around P. cord and extending to M3
790,3026939,See note #2 observations.
791,3027042,First knot (at 3.0 cm) is repair knot.
792,3027163,Knot positions in this cord are recorded as being between 3.5  15.0 cm.  Positions shown here are estimated.
793,3027164,Knot positions in this cord are recorded only as being between 3.5  15.5 cm.  Exact knot positions have been estimated here.
794,3027185,Knot positions are recorded only as being between 1.59.5 cm.  Exact knot positions here have been estimated.
795,3027205,Knot positions in this cord are recorded only as being between 1.0  14.5 cm.  Exact positions here have been estimated.
796,3027207,Knot positions in this cord are recorded only as being between 0.5  12.0 cm.  Exact positions here have been estimated.
797,3027208,Knot positions are recorded only as being between 1.014.0 cm.  Exact knot positions here have been estimated.
798,3027209,Knot positions on this cord are recorded only as being between 1.015.5 cm.  Exact knot positions here have been estimated.
799,3027210,Knot positions on this cord are recorded only as being between 1.010.0 cm.  Exact knot positions here have been estimated.
800,3027236,"Between 15.0 and 19.0 cm, there is a braided section.  Is this a mend?"
801,3027240,Cord is broken at 14.5 cm and tied together with a white thread.
802,3027242,Tied to primary cord with white string.
803,3027273,2.0  4.5 cm: braided section
804,3027301,Delicate
805,3027311,Repair  lost W string at top.
806,3027321,"Only one ply is left; zspun, W.  There is evidence that it was originally ___ with another strand."
807,3027334,BG stitching 18.023.0 as on cord 88.
808,3027343,Broken off primary cord.  This loose pendant was lying in the woundup fabric in this position.
809,3027344,Braided between 2.0 and 4.5 cm.
810,3027354,"Not attached, very raveled, only one ply."
811,3027361,"There is a suelto cord tied to cord 150.  It does not belong there, so it was secured outside of the sequence of pendants.  It has S twist, 44.0 cm knotted, AB color, with one knot : 1E (12.5 cm, Z)."
812,3027375,BG 10.014.5 cord wrapping as on cord 88.
813,3027385,4.57.5 cm: braided section.  Same color as pendant.
814,3027391,knot deteriorating
815,3027411,Wrapping 17.523.0 as on cord 88.
816,3027424,Order of subs uncertain.
817,3027519,"Subsidiary cords 37s3, 37s4, and 37s5 seem to want to lie ""up,"" opposite side to others."
818,3027605,unknotting?
819,3027649,Broken and retied?
820,3027874,Different proportions of color  122s6 darker than 122s7.
821,3027962,"s6 much more solid than s7.  They appear as different colors, even with the same components."
822,3028559,String is broken and mended with modern thread.
823,3028598,String is broken and mended with modern thread.
824,3028658,6s1 is tied to pendant 7 at 32 cm.
825,3028659,knotted to cord
826,3028670,AB string tied around primary cord.
827,3028687,6s1 is tied to pendant 7 at 32 cm.
828,3028707,Pendant cords are attached by passing primary cord through twisted end of pendants.
829,3028754,"Broken, hard to see."
830,3028859,113 is knotted around main cord (in a single knot).
831,3028867,(No T20).
832,3029033,Doubled in 1g.  1/2 hitch
833,3029062,Pendant is tied in large halfhitch knot around main cord.
834,3029063,Pendant is looped around main cord and then joined in knot by another string.  The two pendants off the main cord are as follows:  Length: 63.0 cm; Thickness: 1.3 mm; Color: AB  Length: 43.0 cm; Thickness: 1.8 mm; Color: DB
835,3029070,(after being tied around main cord of UR (b).)
836,3029098,"One of the final 2 components of this cord has disintegrated.  As cord exists now it is Z, but was originally S final ply."
837,3029121,One of the final 2 components of this cord has disintegrated.  As cord exists now it is Z but was originally S ply.
838,3029146,wrapping of 1 cm.
839,3029152,wrapping of 1 cm.
840,3029161,SY (yellow) may be a different fiber  camelid rather than cotton.
841,3029180,What is marked as a knot at 10.5 cm is a marker.  The marker is a white cotton string tied around the pendant cord just above the knot.
842,3029196,"deteriorated  missing part is dark chocolate brown, still survives inside knot."
843,3029199,1 cm wrapping
844,3029219,Marker at 33.0 cm.
845,3029235,Marker at 30.0 cm (yellow threads wrapped around string just above final knot).
846,3029236,Marker at 33.0 cm (yellow threadsd wrapped around string just above final knot).
847,3029284,thread wrapping of 2.5 cm.
848,3029327,thread wrapping of 2.0 cm.
849,3029340,Subsidiary cord is above knot.
850,3029352,Subsidiary cord above knot.
851,3029365,thread wrapping of 1.5 cm.
852,3029366,thread wrapping of 2.5 cm (120.0122.5 cm)
853,3029383,color change in knot
854,3029447,** (See Observation 2.)
855,3029545,* (See Observation 1)
856,3029580,"length is denoted as ""?"""
857,3029611,"The position of the 3 subsidiary cords are not noted here.  For consistency with other cords, they have been arbitrary assigned the position 13.014.0."
858,3029616,"Aschers' recordings show that cord 36 has 3 subsidiaries at 14.014.5, but the data for these three cords are not given."
859,3029629,"The Aschers list one subsidiary of cord 49 at 11.0 cm, but the data of the subsidiary are not given."
860,3029633,"Cord 53 has 3 subsidiary cords, but the position of the cords are not noted.  Here, they have been assigned the position of 14.015.0."
861,3029674,"Aschers note that there is a subsidiary cord at 15.5 cm, but no data are given for the cord."
862,3029685,"Aschers give data for three subsidiary cords of cord 105, but they do not note what the positions are for these cords.  I have designated them as being 15.015.5, in keeping with surrounding cords."
863,3029686,"Aschers give data for 4 subsidiary cords of cord 106, but they do not give the positions for these subsidiary cords.  I have designated them as being from 15.016.0, in keeping with similar cords."
864,3030065,See Observation 1.
865,3030300,There is a 0.3  0.5 cm break between these two knot groups.
866,3030319,Broken at 2.5 cm.
867,3030320,GG and W threads are introduced in knot only.
868,3030321,GG and W threads are introduced in knot only.
869,3030341,Prepared as for long knots on pendants 283.
870,3030342,GG and W threads introduced on knot as in pendants 283.
871,3030425,Pendant 107 is sewn to fabric backing as if it were a top string.
872,3030471,Broken at 38.0 cm.
873,3030484,Cord breaks at end of knots  could have been more.
874,3030489,Broken at 5.0 cm.
875,3030506,Has same appearance of barber pole.
876,3030509,Splits in exact middle.
877,3030528,Halfhitch  s1 and s2 are same string  s2 tied at different place.
878,3030531,Tied around pendant.  s4 and s3 are same string.
879,3030551,"At 19.5, two different cords are knotted together, giving final length.  Upper is much thinner than lower."
880,3030558,Knotted at 2.0 cm.  Two different strings joined.  Bottom much thinner.
881,3030560,Doubled end of 4s20.
882,3030571,No axis on knot.
883,3030573,4s18s1s1 and 4s18s1s2 are the same string.
884,3030634,Broken at attachment
885,3030740,Knot is less than 1 cm long.  Axis white.
886,3031022,Missing
887,3031034,Missing
888,3031047,Missing
889,3031083,Missing
890,3031118,Missing
891,3031129,Missing
892,3031132,Missing
893,3031143,Missing
894,3031154,Missing
895,3031162,Missing
896,3031186,Missing
897,3031231,Missing
898,3031245,Missing
899,3031247,Missing
900,3031274,Missing
901,3031549,Loop half hitched to pcord.
902,3031550,Subsidiaries of loop pendant are attached by opening doubled end of pendants and passing loop pendant through.
903,3031551,Subsidiaries of pendant are attached by opening doubled end of pendants and passing loop pendant through.
904,3031552,Subsidiaries of loop pendant are attached by opening doubled end of pendants and passing loop pendant through.
905,3031553,Subsidiaries of loop pendant are attached by opening doubled end of pendants and passing loop pendant through.
906,3031641,approximately 8.0 cm diameter
907,3031654,PB is camelid.
908,3031655,PB is camelid.
909,3031656,PB is camelid.
910,3031956,Note: position of 2s1 is not given in original data table.
911,3032013,Information not given for position of subsidiary 59s1.
912,3032279,Note: position of 147s1 not given.
913,3032512,broken and retied at 14.5.  Repair knot at 14.5
914,3032581,splice or mend in cord at 31.5cm
915,3032588,splice/mending knot at 24.5 cm.
916,3032591,repair knot at 12.5 cm.
917,3032592,has a string loosely wrapped around the end.  color B.
918,3032594,repair knot at 42.0 cm
919,3032600,repair knot at 44.0 cm
920,3032618,repair at 38.0 cm.  Repair is a knot.
921,3032620,repair knot at 15.0 cm.
922,3032627,repair at 9.5
923,3032628,knot placement indicates canutos were wrapped after knots were tied?
924,3032649,repair knot at 65.0 cm
925,3032820,"Three pendant fragments are stored with the quipu. They were color B; lengths 29.0 cm., 28.0cm., and 30.5cm.; and values 1,2,0 respectively. One of them might be the remainder of this pendant."
926,3032827,"Three pendant fragments are stored with the quipu. They were color B; lengths 29.0 cm., 28.0cm., and 30.5cm.; and values 1,2,0 respectively. One of them might be the remainder of this pendant."
927,3032830,"Three pendant fragments are stored with the quipu. They were color B; lengths 29.0 cm., 28.0cm., and 30.5cm.; and values 1,2,0 respectively. One of them might be the remainder of this pendant."
928,3032871,"Three pendant fragments are stored with the quipu. They were color B; lengths 29.0 cm., 28.0cm., and 30.5cm.; and values 1,2,0 respectively. One of the might be the remainder of this pendant."
929,3032953,"Missing: A detached pendant was associated with the quipu. It is color MB, has length 22.o cm with a finished end, and has value 0 (or blank). We assume it comes from position 67."
930,3033092,Marker M1 is a cord of 1.5 cm. tied to the main cord. It is color KB and is wraped with cord colored SY.
931,3033244,Subsidiary cord ends in a small loop
932,3033263,The knot on P24s1 is threaded with W.
933,3033269,Subsidiary cord ends in a small loop.
934,3033275,termination: ends in a small loop
935,3033385,length marked with ? in notes
936,3033426,"From the discoloration of the main cord, and by extrapolation based on the spacing of the complete groups, we hypothesize that this quipu contained 24 groups of 8 pendants. Each of the groups had a top cord. Of the original 80 pendants of the first 10 gro"
937,3033517,Missing
938,3033807,cord wrapped with rest of group; see general notes
939,3033808,cord wrapped with rest of group: see general notes
940,3033809,cord wrapped with rest of group: see general notes
941,3033810,cord wrapped with rest of group: see general notes
942,3033811,cord wrapped with rest of group: see general notes
943,3033812,cord wrapped with rest of group: see general notes
944,3033813,cord wrapped with rest of group: see general notes
945,3033814,cord wrapped with rest of group: see general notes
946,3033815,cord wrapped with rest of group: see general notes
947,3033816,cord wrapped with rest of group: see general notes
948,3033817,cord wrapped with rest of group: see general notes
949,3033818,cord wrapped with rest of group: see general notes
950,3033819,cord wrapped with rest of group: see general notes
951,3033820,cord wrapped with rest of group: see general notes
952,3033821,cord wrapped with rest of group: see general notes
953,3033822,cord wrapped with rest of group: see general notes
954,3033823,cord wrapped with rest of group: see general notes
955,3033824,cord wrapped with rest of group: see general notes
956,3033825,cord wrapped with rest of group: see general notes
957,3033826,cord wrapped with rest of group: see general notes
958,3033827,cord wrapped with rest of group: see general notes
959,3033828,cord wrapped with rest of group: see general notes
960,3033829,see general note on attachment of these cords
961,3033830,see general note on attachment of these cords
962,3033831,see general note on attachment of these cords
963,3033832,see general note on attachment of these cords
964,3033833,see general note on attachment of these cords
965,3033834,see general note on attachment of these cords
966,3033835,see general note on attachment of these cords
967,3033836,see general note on attachment of these cords
968,3033837,see general note on attachment of these cords
969,3033838,see general note on attachment of these cords
970,3033839,see general note on attachment of these cords
971,3033840,see general note on attachment of these cords
972,3033841,see general note on attachment of these cords
973,3033842,see general note on attachment of these cords
974,3033843,see general note on attachment of these cords
975,3033844,see general note on attachment of these cords
976,3033845,see general note on attachment of these cords
977,3033846,see general note on attachment of these cords
978,3033847,see general note on attachment of these cords
979,3033848,see general note on attachment of these cords
980,3033884,last small knot may be unintentional
981,3033896,repair knot at 48.0 cm.
982,3033963,repair knot at 70.0cm
983,3033972,sheep hair?
984,3033973,sheep hair
985,3033975,strange knot at 15.0cm
986,3034005,tied to 125
987,3034006,tied to 124
988,3034060,tied to 180
989,3034061,tied to 179
990,3034450,coming apart
991,3034461,Broken Off @ Canuto... no traces
992,3034512,broken @ end of top canuto
993,3034529,"joined to Camelid at 28. Patches of thread wrapping at: 18.5, 11.5, 28.5"
994,3034530,patch @ 21.5
995,3034567,Fiber: A
996,3034568,Fiber: hairy A
997,3034569,Fiber: camelid A
998,3034570,Fiber: A
999,3034571,Fiber: B
1000,3034572,Fiber: B
1001,3034573,Fiber: A
1002,3034574,Fiber: A
1003,3034575,Fiber: C
1004,3034576,Fiber: C
1005,3034577,Fiber: B
1006,3034578,Fiber: B
1007,3034579,Fiber: A
1008,3034580,Fiber: A
1009,3034581,Fiber: B
1010,3034582,Fiber: B
1011,3034583,Fiber: A  Splice at 19.5
1012,3034584,Fiber: A
1013,3034585,Fiber: D
1014,3034586,Fiber: D  Splice: 22.5
1015,3034587,Fiber: A  27.5 B (change)
1016,3034588,Thickness 1.0/2.0  Fiber: A
1017,3034589,Change @ 47.5
1018,3034590,Fiber: not listed
1019,3034592,Fiber: B
1020,3034593,Fiber: D  Changes @ 10 & 48.0
1021,3034594,Fiber: D
1022,3034595,Fiber: A
1023,3034596,Fiber: A
1024,3034597,Fiber: D
1025,3034598,Fiber: D
1026,3034599,Fiber: A  Splice @ 20.0
1027,3034600,Fiber: A
1028,3034601,Fiber: D
1029,3034602,Fiber: D
1030,3034603,Fiber: B  Changes @ 15 & 46.0
1031,3034604,Fiber: B
1032,3034605,Fiber: B
1033,3034606,Fiber: B
1034,3034607,Fiber: D
1035,3034608,Fiber D  Changes @ 24.0 & 58.0
1036,3034609,Fiber: D
1037,3034610,Fiber: D
1038,3034611,Fiber: D
1039,3034612,Fiber: D
1040,3034613,Fiber: D
1041,3034614,Fiber: D
1042,3034615,Fiber: A
1043,3034616,Fiber: A  Change @ 39
1044,3034617,Fiber: B
1045,3034618,Fiber: B
1046,3034619,Fiber: A
1047,3034621,Fiber: A
1048,3034622,Fiber: A
1049,3034623,Fiber: A
1050,3034624,Fiber: A
1051,3034625,Fiber: D
1052,3034626,Fiber: A
1053,3034627,Fiber: A
1054,3034628,Fiber: A
1055,3034629,Fiber: A
1056,3034630,Fiber: A
1057,3034631,Fiber: A
1058,3034632,Fiber: A
1059,3034633,Fiber: A
1060,3034634,Fiber: D
1061,3034635,Fiber: B
1062,3034636,Fiber: B   Changes @ 39.5
1063,3034637,Fiber: D  Change @ 21.0
1064,3034638,Fiber: A
1065,3034639,Fiber: A
1066,3034640,Fiber: A
1067,3034641,Fiber: A
1068,3034642,Fiber: A
1069,3034643,Fiber: A
1070,3034644,Fiber: A  Change at 65
1071,3034645,Fiber: A
1072,3034646,Fiber:A
1073,3034647,Fiber: A
1074,3034648,Fiber: A
1075,3034649,Fiber: A
1076,3034650,Fiber: A
1077,3034651,Fiber: A  Change @ 39
1078,3034652,Fiber: B  Change @ 32.5 (splice)
1079,3034653,Fiber: B  Change @ 44.5
1080,3034654,Fiber: A
1081,3034655,Fiber: A
1082,3034656,Fiber: D
1083,3034657,Fiber: D
1084,3034658,Fiber D
1085,3034659,Fiber: D
1086,3034660,Fiber: A
1087,3034661,Fiber: A
1088,3034662,Fiber: B
1089,3034663,Fiber: B
1090,3034664,Fiber: B
1091,3034665,Fiber: B  Change @ 35.5
1092,3034666,Fiber: A
1093,3034667,Fiber: A
1094,3034668,Fiber: A
1095,3034669,Fiber: A
1096,3034670,Fiber: D
1097,3034671,Fiber D:  Change @ 19.5
1098,3034672,Fiber: B
1099,3034673,Fiber: B
1100,3034674,Fiber: D  Change @ 32.5
1101,3034675,Fiber: D
1102,3034676,Fiber: D
1103,3034677,Fiber: D
1104,3034678,Fiber: A
1105,3034679,Fiber: A
1106,3034680,Fiber: A
1107,3034681,Fiber: A  Change @ 15.5
1108,3034682,Type A
1109,3034683,Type A
1110,3034684,Type A
1111,3034685,Type A
1112,3034688,Type A
1113,3034689,Type A
1114,3034690,Type A
1115,3034692,Type A
1116,3034693,Type A
1117,3034694,Type A
1118,3034695,Type A
1119,3034696,Type A
1120,3034698,Type A
1121,3034700,Type A
1122,3034701,Type A
1123,3034702,Type B
1124,3034703,Type B
1125,3034704,Type A
1126,3034706,Type A
1127,3034707,Type A
1128,3034708,Type A
1129,3034709,Type A
1130,3034711,Type A
1131,3034712,Type A
1132,3034713,Type A
1133,3034714,Type C
1134,3034715,Type C
1135,3034716,Type C
1136,3034717,Type C
1137,3034718,Type C
1138,3034719,Type C
1139,3034720,Type D
1140,3034721,Type D
1141,3034722,Type D
1142,3034724,Type D
1143,3034726,Type D
1144,3034727,type D
1145,3034728,Type D
1146,3034729,Type D
1147,3034730,Type D
1148,3034731,Type D
1149,3034732,Type D
1150,3034733,Type D
1151,3034734,Type D
1152,3034735,disintegrating  Type D
1153,3034736,Type D
1154,3034737,Type D
1155,3034738,Type D
1156,3034739,Type: D
1157,3034740,Type: B
1158,3034741,Type B
1159,3034743,Type B
1160,3034847,cord is broken and retied at 2. cm (length approx.)
1161,3034851,zspin/sply/vattach
1162,3034891,cord has been broken and tied together at 7.0cm
1163,3034892,cord has been broken and tied together at 7.0cm
1164,3034987,Broken at 10cm and retied (measurements approx. due to break)
1165,3035285,cord broken just before knot group ar 1.5 cm
1166,3035333,broken at 25.0 cm
1167,3035334,broken at 9 cm
1168,3035338,broken at 3 cm
1169,3035340,broken at 11.5 cm
1170,3035455,disintegrated remnant
1171,3035528,"knots approximate, difficult to read"
1172,3035560,broken at 8.0 cm
1173,3035620,broken T 9.5 CM
1174,3035623,attached to only one string of pendant
1175,3035627,attached to AB pendant
1176,3035688,Sewn to backing fabric. Not actually attached to primary cord
1177,3035689,Sewn to backing fabric. Not actually attched to primary cord
1178,3035690,folded back on itself
1179,3035711,"stitched to mounting fabric in this position. Cord is broken at the point where it would curve over the pendant, so it is not possible to tell if it was originally in this place"
1180,3035735,cord is broken in middle of knot. Could have been more. This cord is partially disintegrated and its supposed subsidiaries sewn back on. The recording is our best guess.
1181,3035962,broken cord
1182,3035969,T1 attachment: see diagram in original
1183,3035978,Tope cords are looped through attachments of pendants
1184,3036016,broken at end knots
1185,3036288,broken and tied back together at 3.5
1186,3036289,knot confused with subsidary attachmetn
1187,3036342,knot  disintegrated
1188,3036391,inserted through one ply of primary cord and knotted above p. cord. Protrudes twisted end 1.5 cm above p.cord
1189,3036394,tied around p. cord
1190,3036407,"attached recto,  two ends twisted together, twisted into one pendant cord.    "
1191,3036417,is tied to 28 above primary cord. End is twisted end ~ 1.5 cm above primary cord.
1192,3036418,is attached to 27 below pcord in the way in which a subsidiary would be attached but we are recording it as a pendant
1193,3036426,Twisted end of c.36 is inserted through the plies of the cord. The end is then tied with 36s1.
1194,3036427,twisted end thicknesses .25/.24  Inserted through plies of pcord and knotted in large knot. Knot protrudes ~ 1 cm above pcord. The twisted end of this pendant is at the bottom.
1195,3036429,Attachment: doubled end of pendant is passed through plies of primary cord and then knotted around primary cord
1196,3036430,"Cords 40 and 43 appear to be the same long pendant, knotted around the primary cord. 42 and 41 were held with 40 and 43 as the knot was made. The effect is that all 4 pendants come off the primary cord at approximately the same place. Order is arbitrary"
1197,3036431,See note cord 40
1198,3036432,See note cord 40
1199,3036433,See note cord 40
1200,3036434,"Pendant 44 has a twisted end at the ""bottom."" Its knotted end is looped around the p.cord and the two pieces are tied together with 1 ply of cord"
1201,3036448,Twisted end of c.36 is inserted through the plies of the cord. The end is then tied with 36s1.
1202,3036472,"Cord 40 is attached to 40s1 as a pendant would be attached to a primary cord. These are 5.0 from the twisted end of 40s1 to attachment, 26.5 cm to knot"
1203,3036586,Cord is broken and sewn back together at 17.0 cm.
1204,3036606,Cord is broken and sewn back together at 3.0 cm.
1205,3036642,Cord is broken and sewn together at 2.0 cm.
1206,3038315,see Ob. 1
1207,3038316,See Ob. 1
1208,3038318,see Ob. 1
1209,3038319,see Ob. 1
1210,3038321,See Ob. 1 for 3L knot
1211,3038322,see Ob. 1
1212,3038323,see Ob. 1
1213,3038383,See Ob. 1
1214,3038385,See Ob. 1
1215,3038387,See Ob. 1
1216,3038388,See Ob. 1
1217,3038390,See Ob. 1
1218,3038405,See Ob. 1
1219,3038406,See Ob. 1
1220,3038407,See Ob. 1
1221,3038408,See Ob. 1
1222,3038411,See Ob. 1
1223,3038429,See Ob. 1
1224,3038435,See Ob. 1
1225,3038450,See Ob. 1
1226,3038452,See Ob. 1
1227,3038455,See Ob. 1
1228,3038457,See Ob. 1
1229,3038516,"F2F5 are very small, hard to see, and only complete enough to discern ply."
1230,3038517,Flag missing.
1231,3038564,This cord was not observed in second record.
1232,3038608,"Not observed, gone"
1233,3038669,puffball.  cord twist and attachment are impossible to tell.
1234,3038692,cord not observed
1235,3038716,later observation notes cord much shorter
1236,3038752,see observation 4
1237,3038754,see observation 4
1238,3038779,not observed
1239,3038780,not observed
1240,3038805,missing
1241,3038815,missing
1242,3038821,missing
1243,3038850,See observation 4
1244,3038856,missing
1245,3038884,"this is not a subsidiary cord, but rather an additional cord in between 151 and 152 that was not recorded in the original record.  length is approx."
1246,3039671,cord values 3 and 10 may be unit.
1247,3039678,cord values 1 and 10 may be unit.
1248,3039683,cord value 2 may be double1.
1249,3039719,cord values 8 and 30 may be a unit.
1250,3039747,cord values 10 and 5 may be a unit.
1251,3039766,cord values 5 and 20 may be a unit.
1252,3039789,"Notes have termination listed as ""L"".  Unclear what this means and Urton does not recall the abbreviation.  12/3/2008"
1253,3039795,vegetal?
1254,3039917,"this cord is noted as a subsidiary of 25s2, but there are no data about it.  Maybe it was mistaken for cord 25s2s1s1?"
1255,3039987,"There are no knots or knot positions listed on this cord; only a total of 901.  I entered nine S knots and an E knot, with positions 0.0.  "
1256,3040329,third position knot unknown: 68 knots (a gnarl!)
1257,3040515,Cord length not noted on original transcript; used indicated cord color ending as end length.
1258,3040565,Part of looped primary cordsee subsidiaries for pendant cords.
1259,3040566,Part of looped primary cordsee subsidiaries for pendant cords.
1260,3040567,Part of looped primary cordsee subsidiaries for pendant cords.
1261,3040568,Part of looped primary cordsee subsidiaries for pendant cords.
1262,3041067,"threadwrapped cord: not counted as numbered pendant cord in original data record.  Pendant cord #2 in this data record is pendant cord #1 in original data record, as this threadwrapped cord is not counted. "
1263,3041073,knot in cord at 36.0
1264,3041080,knot in cord at 30.0
1265,3041365,Tied loosely around main cord
1266,3041414,One ply disintegratedonly AB left in knot
1267,3041446,ugly knot  Cord 45 is inserted through plies of primary string and knotted above primary cord
1268,3037505,"This DB entry was not filled out completely. I guessed at a length of 26 cm, and will fix later when I get the book by Hugo Pereyra. -Robyn"
